,Unnamed: 0,Paragraph,Class,Prediction
188,188,F2,0,process
189,189,"41.21
0.1604",0,process
190,190,-,0,process
191,191,"0.7672
0.0724
41.79
101.3
3.45",0,process
192,192,W21,0,process
193,193,"20.00
0.0003",0,process
194,194,-,0,process
195,195,"0.9990
0.0007
76.83
101.3
2.12",0,process
196,196,AZ,0,process
197,197,"10.00
0.0003",0,process
198,198,-,0,process
199,199,"0.9990
0.0007
76.83
101.3
1.06",0,process
200,200,D21,0,process
201,201,D22,0,process
202,202,H2OL,0,process
203,203,BYPASS,0,process
204,204,F31,0,process
205,205,F32,0,process
206,206,F33,0,process
207,207,D31,0,process
208,208,D32,0,process
209,209,W31,0,process
210,210,W32,0,process
211,211,H2OREC H2OIN H2OP1,0,process
212,212,"21.21
0.3114",0,process
213,213,-,0,process
214,214,"0.5487
0.1399
70.02
101.3
1.51",0,process
215,215,"21.21
0.3114",0,process
216,216,-,0,process
217,217,"0.5487
0.1399
35.00
101.3
1.43",0,process
218,218,"146.57
0.9296",0,process
219,219,-,0,process
220,220,"0.0220
0.0484
25.00
101.3
3.18",0,process
221,221,"29.31
0.9296",0,process
222,222,-,0,process
223,223,"0.0220
0.0484
25.00
101.3
0.64",0,process
224,224,"117.26
0.9296",0,process
225,225,-,0,process
226,226,"0.0220
0.0484
25.00
101.3
2.55",0,process
227,227,"117.26
0.9296",0,process
228,228,-,0,process
229,229,"0.0220
0.0484
30.34
101.3
2.56",0,process
230,230,"117.26
0.9296",0,process
231,231,-,0,process
232,232,"0.0220
0.0484
72.79
101.3
59.33 a",0,process
233,233,"9.87
0.1749",0,process
234,234,-,0,process
235,235,"0.2619
0.5632
71.69
101.3
0.65",0,process
236,236,"9.87
0.1749",0,process
237,237,-,0,process
238,238,"0.2619
0.5632
35.00
101.3
0.61",0,process
239,239,"107.38
0.9990",0,process
240,240,"107.38
0.9990",0,process
241,241,"97.37
0.9990",0,process
242,242,"0.02
1.0000",0,process
243,243,"10.00
0.9990",0,process
244,244,"-
-",0,process
245,245,"0.0010
99.34
101.3
2.11",0,process
246,246,"-
-",0,process
247,247,"0.0010
40.34
101.3
1.98",0,process
248,248,"-
-",0,process
249,249,"0.0010
40.34
101.3
1.80",0,process
250,250,"-
-
-",0,process
251,251,"25.00
101.3
0.00",0,process
252,252,"-
-",0,process
253,253,"0.0010
40.34
101.3
0.18",0,process
254,254,a vapor–liquid mixture.,0,process
255,255,"Processes 2020, 8, 1618",0,process
256,256,11 of 32,0,process
257,257,Table 2. Parameters of designed columns—conventional set-up (Figure 1).,0,process
258,258,"N
f P12
f AZ
f F2
f F33
DS1
DS2
R
P [kPa]
Column geometry",0,process
259,259,"Column section 1
N1
Packing type
d1 [m]
H1 [m]
HETP1 [m]
∆P1 [kPa]
Column section 2
N2
Packing type
d2 [m]
H2 [m]
HETP2 [m]
∆P2 [kPa]",0,process
260,260,C1,0,process
261,261,"60
35
34
-
-",0,process
262,262,"−5
xD1(AA) = 10
xW11(AA) = 0.70",0,process
263,263,"2.00
101.3",0,process
264,264,"2–40
39",0,process
265,265,C2,0,process
266,266,"60
-
-
36
-",0,process
267,267,C3,0,process
268,268,"30
-
-
-
18",0,process
269,269,xW21(EtAc) = 0.999,0,process
270,270,-,0,process
271,271,"5.00
101.3",0,process
272,272,"2–59
58",0,process
273,273,"xW31(H2O) = 0.999
xD31(EtOH) = 0.56",0,process
274,274,"4.00
101.3",0,process
275,275,"2–29
28",0,process
276,276,RALU-RING 25 mm,0,process
277,277,RALU-RING 25 mm,0,process
278,278,RALU-RING 38 mm,0,process
279,279,"1.0
2 × 4.0
0.21
2.0",0,process
280,280,41–59,0,process
281,281,19,0,process
282,282,RALU-RING 38 mm,0,process
283,283,"1.0
4.0
0.21
0.9",0,process
284,284,"1.20
2 × 3.5
0.12
1.8
-
-
-
-
-
-
-",0,process
285,285,"0.60
2 × 4.0
0.29
0.8
-
-
-
-
-
-
-",0,process
286,286,"The aqueous phase from the decanter (H2OL) contains also ethanol and ethyl acetate. A part
of this mixture is recirculated back to the decanter directly (BYPASS) as the water content is above
90 mol.%. Into the decanter (DEC), a maximum of 20% of the aqueous phase stream (H2OL) can be
directly recirculated, the remaining part of the aqueous phase has to be regenerated in distillation
column C3 (Figure 1). The C3 column is designed to separate pure water as a bottom product (W31)
and distillate containing all remaining ethanol and ethyl acetate (D31). Column design speciﬁcations
are set for total EtOH recovery in the distillate and 99.9 mol.% purity of water in the bottom product.
Designed C3 column parameters are listed in Table 2.",1,process
287,287,3.2. Reactive Distillation Column with a Separation Unit,1,process
288,288,"Integration and intensiﬁcation of the convention process set-up can be achieved by combining
reaction and separation together via the reactive distillation process. Several RD plants for ethyl
acetate production are operated worldwide with the reported individual plant annual production
capacity of around 20,000 tons of EtAc [4,15]. As RD is a multifunctional reactor concept combining the
mechanism of reaction and separation in one single unit, beneﬁts such as the reduction of equipment
and plant size, improvement of process eﬃciency, and, consequently, better process economy are
expected [19]. In this case study, the main beneﬁt expected is the reduction of the number of equipment
units and overcoming the distillation boundary which limits the conventional set-up. CSTR, EX1,
and C1 columns are put together into an RD column. As a result, one main equipment unit (CSTR) and
two heat exchangers are removed from the process compared to the conventional set-up (Figure 1).",1,process
289,289,3.2.1. Flowsheet Design (Figure 2),1,process
290,290,"The reactive distillation set-up is derived from the conventional one (Figure 1). Reaction and
separation are put together in one column (compare to three equipment units: CSTR, EX1, and C1,",1,process
291,291,"Processes 2020, 8, 1618",0,process
292,292,12 of 32,0,process
293,293,"in Figure 1). A detailed process scheme is depicted in Figure 2. The reactive distillation column has
two feed streams: acetic acid feed (AA0) and mixed ethanol feed (ETOH). Raw ethanol is added to the
process in the (ETOH0) stream. All acetic acid is consumed in the RD. Therefore, RD distillate (D11)
contains a nearly azeotropic mixture of EtAc-EtOH-water, while the bottom product (W11) contains
a water-ethanol mixture (Figure 2). The distillate composition was from a diﬀerent distillation region
than that of distillate in the conventional process set-up (D11 in Figure 1). Therefore, stream (D11 in
Figure 2) can be separated directly. Distillation column C1 is deployed to separate the ﬁnal pure EtAc
(Figure 2). The C1 column bottom product (W21) contains pure EtAc which is cooled down in heat
exchanger EX5. The EtAc-EtOH-water ternary azeotrope is present in the C1 column distillate (D21 in
Figure 2) Thus, columns C1 column (Figure 2) and C2 in conventional process set-up (Figure 1) are
operated in the same way. The distillate (D21) is cooled down in heat exchangers EX1 and EX2 and
fed into decanter DEC to extract EtAc (Figure 2). Pure water is fed to DEC; organic phase (ORG1)
and aqueous phase (H2OL) are separated. The organic phase (ORG1) is preheated in EX1 and mixed
with (D11). The aqueous phase (H2OL) contains some amount of EtOH and EtAc and therefore it
has to be regenerated. The (H2OL) stream is mixed with the RD column bottom product (W11) and
preheated in heat exchanger EX3 (Figure 2). For water regeneration, distillation column C2 is used
(Figure 2). All EtOH and EtAc are obtained in the C2 distillate (D31) which is recirculated back to the
RD column. Pure water is separated in the C2 bottom product (W31) and it is cooled down in EX3
and EX4 (Figure 2). An equimolar ratio of water to EtAc product (W22) is separated (H2OP) as a ﬁnal
by-product and the rest of the water is recirculated back to the decanter (H2OREC).",1,process
294,294,3.2.2. Process Simulation & Equipment Parameters of Reactive Distillation Column with a Separation Unit,1,process
295,295,"The reactive distillation column was designed according to the philosophy described in Sections 2.3
and 2.4. However, column operating conditions are diﬀerent. As the esteriﬁcation reaction (5) proceeds,
reactants conversion (acetic acid, ethanol) has to be considered. From an energetic point of view,
consumption of all acetic acid is the most advantageous as no acetic acid is present in the distillate or the
−5,
bottom product of the RD column (Figure 2). To achieve total acetic acid conversion (xD11(AA) = 10
−5), the RD column parameters were optimized including: acetic acid feed (f AA) and
xW11(AA) = 10
ethanol feed (f EtOH) position; reﬂux ratio (R); number of theoretical stages (N). The reactive zone (NR)
is introduced from f AA to a reboiler. However, if the NEQ model is used to simulate the RD column,
the packing height (H), column internal diameter (d) as well as the packing type are crucial parameters.
Moreover, RD column hydraulics is limited by the reﬂux ratio with regard to design speciﬁcations.
At reﬂux ratios below 2, AA is present in the distillate; on the other hand, at reﬂux ratios above 3.5,
a part of the column is ﬂooded and total AA conversion cannot be achieved. Final RD column design
parameters after the optimization are listed in Table 4.",1,process
296,296,"Separation of pure EtAc is performed in distillation column C1 (Figure 2) designed in the same
way as the C2 column in the conventional set-up (C2 in Figure 1). The ethyl acetate purity of 99.9 mol.%
in the bottom product (W21) is set as the design criterion. Designed column (C1 in Figure 2) parameters
are listed in Table 4. Overheated vapors from the C1 column contain almost 54 mol.% of EtAc (Table 3)
which is extracted in decanter DEC (Figure 2). The same amount of water is added to DEC as in the
conventional process (Figure 1). The separated organic phase (ORG1) contains 75.5 mol.% of EtAc and
the overall EtAc yield in DEC is 90%.",1,process
297,297,"The aqueous phase from decanter (H2OL) as well as the RD column bottom product (W11) are
regenerated in the C2 distillation column (Figure 2) employed for total EtOH recovery. This separation
is direct as pure water can be obtained in the bottom product (W31) and ethanol-water mixture in
the distillate (D31). The optimum ethanol content in the distillate is determined to be 62 mol.%.
Energy requirements are acceptable at the reﬂux ratio of 2.58, and the EtOH regeneration proceeds
properly. The separation results and internal geometry of the C2 column are listed in Table 4.",1,process
298,298,"Processes 2020, 8, 1618",0,process
299,299,13 of 32,0,process
300,300,Figure 2. Ethyl acetate production via reactive distillation column with a separation unit.,1,process
301,301,"Processes 2020, 8, 1618",0,process
302,302,14 of 32,0,process
303,303,−1],0,process
304,304,"˙n [kmol h
xH2O
xAA
xEtAc
xEtOH
T [
C]
P [kPa]
.
V [m3 h",0,process
305,305,◦,0,process
306,306,−1],0,process
307,307,−1],0,process
308,308,"˙n [kmol h
xH2O
xAA
xEtAc
xEtOH
T [
C]
P [kPa]
.
V [m3 h",0,process
309,309,◦,0,process
310,310,−1],0,process
311,311,Table 3. Material balance of designed RD column with a separation unit (Figure 2).,0,process
312,312,AA0,0,process
313,313,10,0,process
314,314,-,0,process
315,315,1,0,process
316,316,"-
-",0,process
317,317,"25.00
101.3
0.56",0,process
318,318,ETOH0 ETOH,0,process
319,319,D11,0,process
320,320,W11,0,process
321,321,W12,0,process
322,322,10,0,process
323,323,"-
-
-",0,process
324,324,"1.0000
25.00
101.3
0.58",0,process
325,325,"18.66
0.0909",0,process
326,326,-,0,process
327,327,"0.0855
0.8236
47.88
101.3
1.11",0,process
328,328,"20.94
0.2666",0,process
329,329,-,0,process
330,330,"0.5536
0.1798
70.02
101.3
1.54",0,process
331,331,"7.72
0.7918",0,process
332,332,"-
-",0,process
333,333,"0.2082
82.47
101.3
0.22",0,process
334,334,"77.34
0.9096",0,process
335,335,-,0,process
336,336,"0.0206
0.0697
31.20
101.3
1.75",0,process
337,337,W13 a,0,process
338,338,"77.34
0.9096",0,process
339,339,-,0,process
340,340,"0.0206
0.0698
72.04
101.3
19.65a",0,process
341,341,D31,0,process
342,342,W31,0,process
343,343,W32,0,process
344,344,W33,0,process
345,345,H2OP H2OREC,0,process
346,346,H2OIN H2ODEC H2OL,0,process
347,347,"8.66
0.1958",0,process
348,348,-,0,process
349,349,"0.1842
0.6200
72.65
101.3
0.53",0,process
350,350,"68.70
0.9995",0,process
351,351,"68.70
0.9995",0,process
352,352,"68.70
0.9995",0,process
353,353,"10.02
0.9995",0,process
354,354,"58.67
0.9995",0,process
355,355,"0.01
1.0000",0,process
356,356,"58.69
0.9995",0,process
357,357,"-
-",0,process
358,358,"0.0005
99.50
101.3
1.35",0,process
359,359,"-
-",0,process
360,360,"0.0005
45.00
101.3
1.27",0,process
361,361,"-
-",0,process
362,362,"0.0005
25.00
101.3
1.25",0,process
363,363,"-
-",0,process
364,364,"0.0005
25.00
101.3
0.18",0,process
365,365,"-
-",0,process
366,366,"0.0005
25.00
101.3
1.06",0,process
367,367,"-
-
-",0,process
368,368,"25.00
101.3
0.00",0,process
369,369,"-
-
-",0,process
370,370,"25.00
101.3
1.06",0,process
371,371,"69.62
0.9227",0,process
372,372,-,0,process
373,373,"0.0229
0.0544
25.00
101.3
1.53",0,process
374,374,ORG1 ORG2,0,process
375,375,F2,0,process
376,376,W21,0,process
377,377,W22,0,process
378,378,D21,0,process
379,379,D22,0,process
380,380,D23,0,process
381,381,"19.66
0.1632",0,process
382,382,-,0,process
383,383,"0.7558
0.0811
25.00
101.3
1.59",0,process
384,384,"19.66
0.1632",0,process
385,385,-,0,process
386,386,"0.7558
0.0811
60.00
101.3
1.68",0,process
387,387,"40.60
0.2165",0,process
388,388,-,0,process
389,389,"0.6515
0.1320
64.47
101.3
3.21",0,process
390,390,"10.01
0.0002",0,process
391,391,-,0,process
392,392,"0.9990
0.0008
76.84
101.3
1.06",0,process
393,393,"10.01
0.0002",0,process
394,394,-,0,process
395,395,"0.9990
0.0008
25.00
101.3
0.98",0,process
396,396,"30.59
0.2873",0,process
397,397,-,0,process
398,398,"0.5378
0.1749
70.01
101.3
2.20",0,process
399,399,"30.59
0.2873",0,process
400,400,-,0,process
401,401,"30.59
0.2873",0,process
402,402,-,0,process
403,403,"0.5378
0.1749
25.00
101.3
2.06",0,process
404,404,"0.5378
0.1749
45.84
101.3
2.12
a vapor–liquid mixture.",0,process
405,405,"Processes 2020, 8, 1618",0,process
406,406,15 of 32,0,process
407,407,Table 4. Parameters of designed columns—reactive distillation (RD) column with a separation unit (Figure 2).,0,process
408,408,"N
NR
f A00
f ETOH0
f F2
f W13
DS1
DS2
R
P [kPa]
Column geometry",0,process
409,409,"Column section 1
N1
Packing type
d1 [m]
H1 [m]
HETP1 [m]
∆P1 [kPa]
Column section 2
N2
Packing type
d2 [m]
H2 [m]
HETP2 [m]
∆P2 [kPa]",0,process
410,410,RD,0,process
411,411,100,0,process
412,412,25–100,0,process
413,413,"25
70
-
-",0,process
414,414,"−5
xD11(AA) = 10
−5
xW11(AA) = 10",0,process
415,415,"2.40
101.3",0,process
416,416,"2–75
74",0,process
417,417,C1,0,process
418,418,"60
-
-
-
38
-",0,process
419,419,C2,0,process
420,420,"50
-
-
-
-
32",0,process
421,421,xW21(EtAc) = 0.999,0,process
422,422,-,0,process
423,423,"5.00
101.3",0,process
424,424,"2–59
58",0,process
425,425,"xW31(H2O) = 0.999
xD31(EtOH) = 0.62",0,process
426,426,"2.58
101.3",0,process
427,427,"2–49
48",0,process
428,428,RALU-RING 25 mm,0,process
429,429,RALU-RING 25 mm,0,process
430,430,RALU-RING 25 mm,0,process
431,431,"0.75
3 × 3.0
0.12
3.1",0,process
432,432,76–99,0,process
433,433,24,0,process
434,434,RALU-RING 25 mm,0,process
435,435,"0.75
3.5
0.15
0.8",0,process
436,436,"1.30
2 × 3.5
0.12
2.8
-
-
-
-
-
-
-",0,process
437,437,"0.40
2 × 3.0
0.13
1.6
-
-
-
-
-
-
-",0,process
438,438,The material balance of the whole process simulation is presented in Table 3. Energy and economy,0,process
439,439,"aspects are discussed in Sections 4.1 and 4.2, respectively.",0,process
440,440,3.3. Reactive Distillation Column with a Stripper,1,process
441,441,"Even though the RD column with a separation unit (Figure 2) represents process integration and
intensiﬁcation compared to the conventional set-up (Figure 1), there is still a place for improvement such
as the reduction of the large ﬂow of the recycled stream to the decanter or reduction of equipment number.
As the reaction in the RD process has overcome the distillation boundary, it is possible to remove the
decanter and to solve azeotropic mixture regeneration via distillation. Also, the ethanol-water mixture
from the RD column (W11 in Figure 2) can be easily separated into pure water (high boiling point) and
ethanol-water mixture at high ethanol concentrations. Therefore, the ﬂowsheet of the RD column with
a separation unit (Figure 2) was modiﬁed: C2 column is integrated into the bottom part of the RD
column; decanter and heat exchangers EX1 and EX2 are removed; C1 column condenser is removed
and overheated vapors from C1 are recirculated back to the RD column (Figure 3). Thus, the process
scheme in Figure 3 contains two columns and three heat exchangers less than the process scheme
shown in Figure 2.",1,process
442,442,"The main idea of such integration is based on the thermal coupling. Two columns are thermally
coupled if a vapor (liquid) stream is sent from the ﬁrst column to the second one and then a return
liquid (vapor) stream is set between the same columns. These streams, when introduced at the top or
bottom of a column, provide (at least partial) reﬂux or boil-up to this column [42]. This approach is
commonly used in the petrochemical industry [43,44].",1,process
443,443,"Processes 2020, 8, 1618",0,process
444,444,16 of 32,0,process
445,445,Figure 3. Ethyl acetate production via reactive distillation column with a stripper.,1,process
446,446,"Processes 2020, 8, 1618",0,process
447,447,17 of 32,0,process
448,448,3.3.1. Flowsheet Design (Figure 3),1,process
449,449,"This process set-up is composed of two columns: reactive distillation column RD and stripper
column C1 (Figure 3). The reactive distillation column has three feed streams: (AA0) consists of pure
acetic acid and is led to the upper section of the RD column; (ETOH0) contains pure ethanol and is
attached to the bottom section of the RD column; and overheated vapors (AZ1) from stripper C1 fed in
the middle of the RD column (Figure 3). The RD column has two product streams: liquid distillate
(D1) brought to the head of stripper C1; liquid bottom product (W11) which is cooled down in heat
exchanger EX1. The stripper column has only one product stream (W21), which is cooled down in heat
exchanger EX2.",1,process
450,450,3.3.2. Process Simulation and Equipment Parameters of Reactive Distillation Column with a Stripper,1,process
451,451,"The main task in designing an RD column with a stripper (RDS in Figure 3) is to ensure total
conversion of acetic acid in the RD column. Thus, no acetic acid should be present in the distillate or
bottom product, the same as in the RD column with a separation unit concept (Figure 2). To meet this
requirement, a high number of theoretical stages, suitable position of feed stages, proper RD column
reﬂux ratio, and amount of recirculated vapors have to be considered. In contrast to the RD column
with a separation unit (Figure 2), in the case of an RD column with a stripper (Figure 3), three feed
streams are attached: two subcooled liquid streams and one overheated vapor stream (AZ1 in Figure 3).
Composition of the (AZ1) stream is expected to be close to the azeotropic mixture EtAc-EtOH-water)
and therefore is the (AZ1) stream feed stage (f AZ1) located in the middle part of the main RD column,
between the acetic acid feed stage (f AA0) and the ethanol feed stage (f EtOH0). Acetic acid conversion is
signiﬁcantly aﬀected by a change of f AZ1. If f AZ1 is attached above f AA0, the RD column does not work
at all as the high amount of ethanol in (AZ1) stream cannot be consumed in the reaction (5). On the
other hand, if f AZ0 is attached below f EtOH0, the esteriﬁcation reaction (5) is slowed down because
of an excess of its products (EtAc and water) in the stripping section of the RD column. The reﬂux
−5); however, it is also signiﬁcantly
ratio is calculated based on the design speciﬁcation (xD1(AA) = 10
inﬂuenced by stripper C1. Intense recirculation of overheated vapors leads to partial boil-up in the RD
column while the RD column distillate (D1 in Figure 3) leads to liquid reﬂux of stripper C1. The vapors
ﬂow (˙nAZ1 in Table 5) is the key process parameter along with the feed stage position (f AZ1). At least
−1 of overheated vapor are needed to operate the process successfully. At lower vapor
130 kmol h
ﬂow, desired product purity (xW11(H2O) = 0.999 and xW21(EtAc) = 0.999) cannot be achieved either in
−1,
the RD column or in the C1 striper. A slightly higher amount of recirculated vapors (135.5 kmol h
see Table 5) is used to ensure process stability and reasonable column hydraulics.",1,process
452,452,Table 5. Material balance of the designed RD column with a stripper (RDS) process (Figure 3).,1,process
453,453,"˙n [kmol h
xH2O
xAA
xEtAc
xEtOH
T [
C]
P [kPa]
.
V [m3 h",1,process
454,454,◦,0,process
455,455,−1],0,process
456,456,−1],0,process
457,457,AA0,0,process
458,458,10,0,process
459,459,-,0,process
460,460,1,0,process
461,461,"-
-",0,process
462,462,"25.00
101.3
0.56",0,process
463,463,ETOH0 W11,0,process
464,464,10,0,process
465,465,"-
-
-",0,process
466,466,"1.0000
25.00
101.3
0.58",0,process
467,467,"10.00
0.9990
0.0008",0,process
468,468,-,0,process
469,469,"0.0002
99.60
101.3
0.20",0,process
470,470,W12,0,process
471,471,"10.00
0.9990
0.0008",0,process
472,472,-,0,process
473,473,"0.0002
25.00
101.3
0.18",0,process
474,474,D1,0,process
475,475,"145.54
0.2738",0,process
476,476,-,0,process
477,477,"0.5902
0.1360
70.04
101.3
10.88",0,process
478,478,AZ1 a,0,process
479,479,"135.54
0.2940",0,process
480,480,-,0,process
481,481,"0.5600
0.1460
70.04
101.3",0,process
482,482,3740.18 a,0,process
483,483,W21,0,process
484,484,"10.00
0.0002",0,process
485,485,-,0,process
486,486,"0.9990
0.0008
76.84
101.3
1.06",0,process
487,487,W22,0,process
488,488,"10.00
0.0002",0,process
489,489,-,0,process
490,490,"0.9990
0.0008
25.00
101.3
0.98",0,process
491,491,a overheated vapor.,0,process
492,492,"As stated above, various vapor ﬂows occur in the RD column and a diﬀerent column design is
required when overheated vapor stream feed is present. Consequently, a RD column with two diﬀerent
diameters is used; wider column internal diameter is used in the upper section (d1 = 1.15 m) compared",0,process
493,493,"Processes 2020, 8, 1618",0,process
494,494,18 of 32,0,process
495,495,"to the bottom section (d2 = 0.65 m). Sections are divided by the (AZ1) feed stream. Detailed results are
presented in Table 6.",1,process
496,496,"The design of the C1 stripper column (Figure 3) is similar to that of columns for EtAc separation
in previous case studies (C2 column in the conventional set-up (Figure 1) and C1 column in the RD
column with a separation unit (Figure 2) but without the column condenser. Therefore, the C1 stripper
column is composed of a column tower and a reboiler only. The C1 column (Figure 3) liquid reﬂux is
directly dependent on the RD column distillate ﬂow (D11). Some diﬀerences in the column geometry
can be observed compared to the previous case studies. Column diameter and overall packing height
increased due to the larger ﬂow. The column parameters are listed in Table 6.",1,process
497,497,Complete material balance of RDS (Figure 3) is presented in Table 5. Energetic aspects of the RDS,1,process
498,498,conﬁguration are discussed in Section 4.1 in more detail.,1,process
499,499,Table 6. Parameters of designed columns—RDS (Figure 3).,0,process
500,500,"N
NR
f AA0
f AZ1
f EtOH0
f D1
DS1
DS2
R
P [kPa]
Column geometry",0,process
501,501,"Column section 1
N1
Packing type
d1 [m]
H1 [m]
HETP1 [m]
∆P1 [kPa]
Column section 2
N2
Packing type
d2 [m]
H2 [m]
HETP2 [m]
∆P2 [kPa]",0,process
502,502,RD,0,process
503,503,100,0,process
504,504,30–100,0,process
505,505,"30
45
60
-",0,process
506,506,"−5
xD1(AA) = 10
xW11(H2O) = 0.999",0,process
507,507,"0.32
101.3",0,process
508,508,"2–44
43",0,process
509,509,C1,0,process
510,510,"60
-
-
-
-
1",0,process
511,511,xW21(EtAc) = 0.999,0,process
512,512,"-
-",0,process
513,513,101.3,0,process
514,514,"1–59
59",0,process
515,515,RALU-RING 25 mm,0,process
516,516,RALU-RING 25 mm,0,process
517,517,"1.15
3 × 3.4
0.24
3.6",0,process
518,518,45–99,0,process
519,519,55,0,process
520,520,RALU-RING 15 mm,0,process
521,521,"0.65
3 × 4.0
0.22
2.4",0,process
522,522,"1.30
3 × 3.0
0.15
1.7
-
-
-
-
-
-
-",0,process
523,523,3.4. Reactive Distillation Column with an Auxiliary Reaction,1,process
524,524,"The RD column with a stripper set-up (Figure 3) has reduced the number of equipment units
signiﬁcantly compared to the conventional process set-up (Figure 1) and the RD column with
a separation unit (Figure 2). Further process integration and intensiﬁcation is limited by the presence
of water. As the ternary azeotrope EtAc-EtOH-water is formed, at least two columns (RDS) are needed
for its separation. Moreover, equilibrium esteriﬁcation reaction (5) conversion is suppressed by the
increasing concentration of products. Therefore, the removal of water as a by-product is attempted to
intensify the process and reduce the number of equipment units.",1,process
525,525,"Water can be consumed by an auxiliary chemical reaction [23]. If Ethylene oxide (EO) hydration
is applied as the auxiliary chemical reaction; the ternary azeotrope is removed and another valuable
product, monoethylene glycol (MEG), is obtained. The idea is derived from industrial glycol production.",1,process
526,526,"Processes 2020, 8, 1618",0,process
527,527,19 of 32,0,process
528,528,"An RD column with total reﬂux and selective ethylene oxide hydration is used to obtain the desired
glycol in the RD column bottom product [38,41].",1,process
529,529,"Such an innovative approach was ﬁrst tested by Tavan [23] who used the simulation environment
of Aspen HYSYS. However, inaccurate results can be obtained because of the presence of acetic acid.
The Aspen Plus software is more suitable for the simulation of processes with organic acids as its built-in
thermodynamic model NRTL-HOC, omitted in HYSYS [26], can be used. In this paper, a rigorous NEQ
model of the RD column has been build and the RD column internals have been designed in more
detail providing more accurate simulation results compared to the EQ model used by Tavan [23].",1,process
530,530,3.4.1. Flowsheet Design (Figure 4),1,process
531,531,"The last ﬂowsheet contains only one column (Figure 4) with three feed streams: raw acetic acid
(AA0) is fed to the top section; raw ethanol (ETOH0) is fed to the middle section and pure ethylene
oxide (EO) is fed to the lower part of the RD column. As this set-up is fully integrated and intensiﬁed,
there are two product streams only: distillate (D1) contains pure EtAc and bottom product (W1)
contains monoethylene glycol. Both product streams are cooled down in heat exchangers EX1 and
EX2, respectively (Figure 4).",1,process
532,532,Figure 4. Ethyl acetate production via reactive distillation column with an auxiliary reaction.,1,process
533,533,"3.4.2. Process Simulation and Equipment Parameters of Reactive Distillation Column with
Auxiliary Reaction",1,process
534,534,"The design and simulation of the RD column with an auxiliary reaction (RDAR) are depicted
in Figure 4. Despite the simplicity of the material balance of the overall system (Table 7),
complex optimization is required to meet the design criteria (xD1(EtAc) = 0.999, xW1(MEG) = 0.999).
Feed stage position of inlet streams (f AA, f EtOH, f EO), reﬂux ratio (R), and column internal design (d, H)
are the key parameters.",1,process
535,535,Two chemical reactions are employed: esteriﬁcation reaction (5) takes place from f AA to RD,1,process
536,536,"column reboiler (NR1), and hydration (7) in the whole column (NR2).",1,process
537,537,"The acetic acid feed stage (f AA) is located in the upper section of the column; the ethanol feed stage
(f EtOH) is located at the bottom of the RD column like in all previous case studies. The ethylene oxide
feed stage (f EO) has to be placed so that water is rapidly consumed by the auxiliary reaction. Based on
previous case studies, the highest water concentration is under f EtOH. Therefore, f EO is attached at the
bottom of the RD column, Table 8. If the (EO) stream is attached above f AA or between f AA and f EtOH,",1,process
538,538,"Processes 2020, 8, 1618",0,process
539,539,20 of 32,0,process
540,540,"a large amount of EO passes into the distillate and its conversion is very low. The hydration reaction (7)
is much faster than esteriﬁcation (5), however, hydration proceeds in the liquid phase only. Therefore,
EO (gas) diﬀusion to the liquid phase is the process rate limiting factor. The diﬀusion rate is inﬂuenced
by several aspects; however, the key one is the column hydraulics. If the EO feed stage is attached to
the upper part of the column, the column can operate with high residence time and at a high reﬂux
ratio only, which is not economical, and obtaining the desired product purity is also questionable.",1,process
541,541,Table 7. Material balance of designed RD column with an auxiliary reaction (Figure 4).,1,process
542,542,−1],0,process
543,543,"˙n [kmol h
xH2O
xAA
xEtAc
xEtOH
xEO
xMEG
◦
T [
C]
P [kPa]
.
V [m3 h",0,process
544,544,−1],0,process
545,545,AA0,0,process
546,546,10,0,process
547,547,-,0,process
548,548,1,0,process
549,549,"-
-
-
-",0,process
550,550,"25.00
101.3
0.56",0,process
551,551,ETOH0,0,process
552,552,10,0,process
553,553,EO,0,process
554,554,10,0,process
555,555,"-
-
-",0,process
556,556,1,0,process
557,557,"-
-",0,process
558,558,"25.00
101.3
0.58",0,process
559,559,"-
-
-
-",0,process
560,560,1,0,process
561,561,-,0,process
562,562,"25.00
101.3
241.61 a",0,process
563,563,a gas.,0,process
564,564,D1,0,process
565,565,10,0,process
566,566,"-
-",0,process
567,567,"0.9993
0.0004
0.0003",0,process
568,568,-,0,process
569,569,"76.81
101.3
1.06",0,process
570,570,D2,0,process
571,571,10,0,process
572,572,"-
-",0,process
573,573,"0.9993
0.0004
0.0003",0,process
574,574,-,0,process
575,575,"25.00
101.3
0.98",0,process
576,576,W1,0,process
577,577,10,0,process
578,578,-,0,process
579,579,"0.0004
0.0003",0,process
580,580,"-
-",0,process
581,581,"0.9993
194.63
101.3
0.65",0,process
582,582,W2,0,process
583,583,10,0,process
584,584,-,0,process
585,585,"0.0004
0.0003",0,process
586,586,"-
-",0,process
587,587,"0.9993
25.00
101.3
0.55",0,process
588,588,Table 8. Parameters of the designed column—RDAR (Figure 4).,0,process
589,589,"N
NR1
NR2
f AA0
f ETOH0
f EO
DS1
DS2
R
P [kPa]",0,process
590,590,Column geometry,0,process
591,591,"Column section 1
N1
Packing type
d1 [m]
H1 [m]
HETP1 [m]
∆P1 [kPa]
Column section 2
N2
Packing type
d2 [m]
H2 [m]
HETP2 [m]
∆P2 [kPa]",0,process
592,592,RD,0,process
593,593,80,0,process
